"","id","partner","type_trial","promise","dec_partner","prom_keys","prom_keys_rt","decision","decision_rt","prom_percent","decision_gain","response"
"284","12","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",3.90302507021,NA,5,1
"285","12","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",2.15195560851,NA,5,1
"286","12","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",2.46842722734,NA,5,1
"287","12","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"288","12","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",1.76820101636,NA,10,0
"289","13","Confederate","Promise","Promise","Trust","Always",3.28692293167,"Pay back",8.15377211571,100,5,1
"290","13","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",3.25343799591,NA,5,1
"291","13","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",1.37014198303,NA,5,1
"292","13","Computer","No Promise","No promise","Trust",NA,NA,"Not to pay back",1.66735100746,NA,10,0
"293","13","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.77007007599,NA,10,0
"294","13","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",1.57018494606,NA,5,1
"295","13","Friend","Promise","Promise","Trust","Mostly",7.28726410866,"Pay back",1.87024402618,66.66,5,1
"296","13","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"297","13","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.55347585678,NA,10,0
"298","13","Friend","Promise","Promise","Trust","Always",1.98391389847,"Pay back",2.03675794601,100,5,1
"299","13","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"300","13","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",1.37007904053,NA,5,1
"301","13","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"302","13","Friend","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.15351009369,NA,10,0
"303","13","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",1.72016692162,NA,5,1
"304","13","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",1.82009601593,NA,5,1
"305","13","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"306","13","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",1.08900690079,NA,5,1
"307","13","Computer","Promise","Promise","No trust","Always",1.83665204048,NA,NA,100,NA,NA
"308","13","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",0.936830997467,NA,5,1
"309","13","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.28682112694,NA,5,1
"310","13","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",1.55351901054,NA,5,1
"311","13","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"312","13","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",0.887094020844,NA,5,1
"313","14","Confederate","Promise","Promise","Trust","Mostly",3.98698997498,"Not to pay back",3.98697519302,66.66,10,0
"314","14","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.17014980316,NA,10,0
"315","14","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",1.56990695,NA,5,1
"316","14","Computer","No Promise","No promise","Trust",NA,NA,"Pay back",3.72030711174,NA,5,1
"317","14","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.38690304756,NA,10,0
"318","14","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.67013502121,NA,5,1
"319","14","Friend","Promise","Promise","Trust","Mostly",3.38685703278,"Pay back",2.103525877,66.66,5,1
"320","14","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"321","14","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",3.98682785034,NA,5,1
"322","14","Friend","Promise","Promise","Trust","Mostly",2.67006993294,"Pay back",3.47016596794,66.66,5,1
"323","14","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"324","14","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",4.3535091877,NA,5,1
"325","14","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"326","14","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",3.03673291206,NA,5,1
"327","14","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",3.62025284767,NA,5,1
"328","14","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",4.12027978897,NA,5,1
"329","14","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"330","14","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",3.92013907433,NA,5,1
"331","14","Computer","Promise","Promise","No trust","Mostly",2.92016911507,NA,NA,66.66,NA,NA
"332","14","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",2.83673787117,NA,5,1
"333","14","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.80355906487,NA,10,0
"334","14","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",2.48707890511,NA,5,1
"335","14","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"336","14","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",3.50333404541,NA,5,1
"337","15","Confederate","Promise","Promise","Trust","Always",1.45047807693,"Pay back",3.13687181473,100,5,1
"338","15","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.37014698982,NA,5,1
"339","15","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",1.52017116547,NA,5,1
"340","15","Computer","No Promise","No promise","Trust",NA,NA,"Pay back",3.07006001472,NA,5,1
"341","15","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",3.87012290955,NA,5,1
"342","15","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.07017493248,NA,5,1
"343","15","Friend","Promise","Promise","Trust","Always",2.07063698769,"Pay back",0.636730194092,100,5,1
"344","15","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"345","15","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",2.47002100945,NA,5,1
"346","15","Friend","Promise","Promise","Trust","Always",2.90346693993,"Pay back",0.803555011749,100,5,1
"347","15","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"348","15","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",1.07011008263,NA,10,0
"349","15","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"350","15","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",4.03663611412,NA,5,1
"351","15","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",4.45342898369,NA,5,1
"352","15","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",3.13664293289,NA,5,1
"353","15","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"354","15","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",3.03708791733,NA,5,1
"355","15","Computer","Promise","Promise","No trust","Mostly",2.98392105103,NA,NA,66.66,NA,NA
"356","15","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.40343093872,NA,10,0
"357","15","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.60364079475,NA,5,1
"358","15","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",1.88683915138,NA,5,1
"359","15","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"360","15","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",4.9533829689,NA,5,1
"361","16","Confederate","Promise","Promise","Trust","Mostly",1.75158192055,"Pay back",2.35189231025,66.66,5,1
"362","16","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.20245246722,NA,10,0
"363","16","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",1.95165532005,NA,5,1
"364","16","Computer","No Promise","No promise","Trust",NA,NA,"Not to pay back",2.80016307741,NA,10,0
"365","16","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.25195240105,NA,10,0
"366","16","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",1.75217476267,NA,5,1
"367","16","Friend","Promise","Promise","Trust","Mostly",1.61811068513,"Pay back",1.88498752905,66.66,5,1
"368","16","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"369","16","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.20188198959,NA,10,0
"370","16","Friend","Promise","Promise","Trust","Mostly",2.00184818622,"Pay back",3.2359760942,66.66,5,1
"371","16","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"372","16","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",2.40185566549,NA,5,1
"373","16","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"374","16","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.48523925781,NA,5,1
"375","16","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.38522932211,NA,10,0
"376","16","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",2.11831911478,NA,5,1
"377","16","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"378","16","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",1.68452660072,NA,5,1
"379","16","Computer","Promise","Promise","No trust","Mostly",2.1350587471,NA,NA,66.66,NA,NA
"380","16","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",1.34674774586,NA,5,1
"381","16","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.85254436325,NA,10,0
"382","16","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",2.3018849593,NA,5,1
"383","16","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"384","16","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",2.36831187382,NA,5,1
"385","17","Confederate","Promise","Promise","Trust","Mostly",5.1376078811,"Pay back",5.90506207058,66.66,5,1
"386","17","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.15256934811,NA,10,0
"387","17","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",2.2520183021,NA,5,1
"388","17","Computer","No Promise","No promise","Trust",NA,NA,"Not to pay back",2.98343415675,NA,10,0
"389","17","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",1.63486584986,NA,10,0
"390","17","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.06835646776,NA,5,1
"391","17","Friend","Promise","Promise","Trust","Mostly",4.13672503433,"Pay back",1.65122857969,66.66,5,1
"392","17","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"393","17","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.36846389051,NA,10,0
"394","17","Friend","Promise","Promise","Trust","Mostly",2.65205386537,"Pay back",2.25192077842,66.66,5,1
"395","17","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"396","17","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.40276549559,NA,10,0
"397","17","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"398","17","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",3.80303313618,NA,5,1
"399","17","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",2.01826884295,NA,5,1
"400","17","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",3.1194699253,NA,5,1
"401","17","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"402","17","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.26845289161,NA,10,0
"403","17","Computer","Promise","Promise","No trust","Sometimes",2.78572963178,NA,NA,33.33,NA,NA
"404","17","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",2.41880998993,NA,5,1
"405","17","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",4.5035717166,NA,10,0
"406","17","Friend","No Promise","No promise","Trust",NA,NA,"Not to pay back",3.20281169121,NA,10,0
"407","17","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"408","17","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.21870403364,NA,10,0
"409","18","Confederate","Promise","Promise","Trust","Always",6.58620285988,"Pay back",8.02095198631,100,5,1
"410","18","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",6.18383598328,NA,5,1
"411","18","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",3.46954488754,NA,5,1
"412","18","Computer","No Promise","No promise","Trust",NA,NA,"Not to pay back",2.45237493515,NA,10,0
"413","18","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.56944394112,NA,10,0
"414","18","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.40195798874,NA,5,1
"415","18","Friend","Promise","Promise","Trust","No response",NA,"Pay back",2.10288095474,0,5,1
"416","18","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"417","18","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",4.16684293747,NA,10,0
"418","18","Friend","Promise","Promise","Trust","Mostly",3.66923499107,"Pay back",3.50267481804,66.66,5,1
"419","18","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"420","18","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.21926116943,NA,10,0
"421","18","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"422","18","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",3.6202070713,NA,5,1
"423","18","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.06879997253,NA,10,0
"424","18","Confederate","No Promise","No promise","Trust",NA,NA,"Not to pay back",1.93534898758,NA,10,0
"425","18","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"426","18","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",1.40251898766,NA,10,0
"427","18","Computer","Promise","Promise","No trust","Mostly",3.45296812057,NA,NA,66.66,NA,NA
"428","18","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.2861790657,NA,10,0
"429","18","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.90252900124,NA,10,0
"430","18","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",1.92020606995,NA,5,1
"431","18","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"432","18","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.95273590088,NA,10,0
"433","19","Confederate","Promise","Promise","Trust","Mostly",4.13610386848,"Pay back",2.86971116066,66.66,5,1
"434","19","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.46985697746,NA,10,0
"435","19","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",1.8529279232,NA,5,1
"436","19","Computer","No Promise","No promise","Trust",NA,NA,"Not to pay back",3.26963400841,NA,10,0
"437","19","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",4.05125880241,NA,10,0
"438","19","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",1.41904401779,NA,5,1
"439","19","Friend","Promise","Promise","Trust","Always",2.81749916077,"Pay back",2.16959500313,100,5,1
"440","19","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"441","19","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",2.16957902908,NA,5,1
"442","19","Friend","Promise","Promise","Trust","Always",2.5526869297,"Pay back",1.61928892136,100,5,1
"443","19","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"444","19","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",2.23682379723,NA,5,1
"445","19","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"446","19","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.55251812935,NA,5,1
"447","19","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.06743097305,NA,10,0
"448","19","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",2.01913380623,NA,5,1
"449","19","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"450","19","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",1.98616409302,NA,5,1
"451","19","Computer","Promise","Promise","No trust","Sometimes",3.81960892677,NA,NA,33.33,NA,NA
"452","19","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",2.30307197571,NA,5,1
"453","19","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",1.80271196365,NA,10,0
"454","19","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",1.8172621727,NA,5,1
"455","19","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"456","19","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",2.15285491943,NA,5,1
"457","20","Confederate","Promise","Promise","Trust","Mostly",3.00275266255,"Pay back",3.302910937,66.66,5,1
"458","20","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.33616763231,NA,10,0
"459","20","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",3.00271159995,NA,5,1
"460","20","Computer","No Promise","No promise","Trust",NA,NA,"Pay back",4.56806772106,NA,5,1
"461","20","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.23578857293,NA,10,0
"462","20","Friend","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.65210788767,NA,10,0
"463","20","Friend","Promise","Promise","Trust","Sometimes",2.80241286932,"Pay back",1.61800830858,33.33,5,1
"464","20","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"465","20","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.46978578874,NA,10,0
"466","20","Friend","Promise","Promise","Trust","Never",2.46877535479,"Not to pay back",2.25196174867,0,10,0
"467","20","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"468","20","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",1.73506319427,NA,10,0
"469","20","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"470","20","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",1.83532236546,NA,5,1
"471","20","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",3.5525423816,NA,5,1
"472","20","Confederate","No Promise","No promise","Trust",NA,NA,"Not to pay back",1.83515334874,NA,10,0
"473","20","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"474","20","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",2.91883531722,NA,5,1
"475","20","Computer","Promise","Promise","No trust","Always",3.98749862972,NA,NA,100,NA,NA
"476","20","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.34944662612,NA,10,0
"477","20","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",1.45120824946,NA,10,0
"478","20","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",2.35200644098,NA,5,1
"479","20","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"480","20","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",3.25250802829,NA,5,1
"481","21","Confederate","Promise","Promise","Trust","Mostly",4.23678898811,"Pay back",4.37036705017,66.66,5,1
"482","21","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.27013802528,NA,10,0
"483","21","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",1.73684406281,NA,5,1
"484","21","Computer","No Promise","No promise","Trust",NA,NA,"Pay back",2.38673496246,NA,5,1
"485","21","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.00345611572,NA,10,0
"486","21","Friend","Not apply","No promise","Trust",NA,NA,"Not to pay back",1.47044491768,NA,10,0
"487","21","Friend","Promise","Promise","Trust","Always",2.35327792168,"Pay back",2.23686718941,100,5,1
"488","21","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"489","21","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.73708200455,NA,5,1
"490","21","Friend","Promise","Promise","Trust","Sometimes",2.77002596855,"Pay back",1.63679814339,33.33,5,1
"491","21","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"492","21","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",1.55335903168,NA,10,0
"493","21","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"494","21","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",3.0868139267,NA,5,1
"495","21","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",1.21996712685,NA,5,1
"496","21","Confederate","No Promise","No promise","Trust",NA,NA,"Not to pay back",2.52006196976,NA,10,0
"497","21","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"498","21","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.53688502312,NA,10,0
"499","21","Computer","Promise","Promise","No trust","Always",2.57040095329,NA,NA,100,NA,NA
"500","21","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",1.72012090683,NA,5,1
"501","21","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.73671603203,NA,5,1
"502","21","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",1.30357289314,NA,5,1
"503","21","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"504","21","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",1.30353212357,NA,10,0
"505","22","Confederate","Promise","Promise","Trust","Mostly",4.88615202904,"Pay back",3.44176387787,66.66,5,1
"506","22","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",2.58353090286,NA,5,1
"507","22","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",2.5217359066,NA,5,1
"508","22","Computer","No Promise","No promise","Trust",NA,NA,"Pay back",3.13719105721,NA,5,1
"509","22","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.18696594238,NA,10,0
"510","22","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",1.84755015373,NA,5,1
"511","22","Friend","Promise","Promise","Trust","Always",3.11524295807,"Pay back",2.22653698921,100,5,1
"512","22","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"513","22","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.75729608536,NA,5,1
"514","22","Friend","Promise","Promise","Trust","Sometimes",3.33753299713,"Pay back",1.28107094765,33.33,5,1
"515","22","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"516","22","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",3.53530502319,NA,5,1
"517","22","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"518","22","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.33850884438,NA,5,1
"519","22","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.93783307076,NA,10,0
"520","22","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",4.72633504868,NA,5,1
"521","22","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"522","22","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",1.53380393982,NA,10,0
"523","22","Computer","Promise","Promise","No trust","Mostly",6.1225771904,NA,NA,66.66,NA,NA
"524","22","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",2.85547709465,NA,5,1
"525","22","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",7.25333714485,NA,5,1
"526","22","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",2.95675516129,NA,5,1
"527","22","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"528","22","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.13866710663,NA,10,0
"529","23","Confederate","Promise","Promise","Trust","Sometimes",6.40271902084,"Pay back",9.01969504356,33.33,5,1
"530","23","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",4.30311083794,NA,10,0
"531","23","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",5.48429298401,NA,5,1
"532","23","Computer","No Promise","No promise","Trust",NA,NA,"Pay back",4.68630385399,NA,5,1
"533","23","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",4.13428497314,NA,10,0
"534","23","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.81956601143,NA,5,1
"535","23","Friend","Promise","Promise","Trust","Mostly",4.15307092667,"Pay back",2.93621706963,66.66,5,1
"536","23","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"537","23","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",4.80096101761,NA,5,1
"538","23","Friend","Promise","Promise","Trust","Mostly",4.93644809723,"Pay back",3.95296287537,66.66,5,1
"539","23","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"540","23","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",5.23637104034,NA,5,1
"541","23","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"542","23","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",1.95284795761,NA,5,1
"543","23","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",2.53597688675,NA,5,1
"544","23","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",2.31743502617,NA,5,1
"545","23","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"546","23","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",5.85303902626,NA,5,1
"547","23","Computer","Promise","Promise","No trust","Always",3.15299010277,NA,NA,100,NA,NA
"548","23","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",3.35304999352,NA,5,1
"549","23","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.61965298653,NA,10,0
"550","23","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",2.28619289398,NA,5,1
"551","23","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"552","23","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",3.63632702827,NA,5,1
"553","24","Confederate","Promise","Promise","Trust","Always",6.50083899498,"Pay back",2.3703250885,100,5,1
"554","24","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.27015089989,NA,5,1
"555","24","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",0.934007883072,NA,5,1
"556","24","Computer","No Promise","No promise","Trust",NA,NA,"Pay back",1.70345211029,NA,5,1
"557","24","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",1.17001986504,NA,10,0
"558","24","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",0.703378915787,NA,5,1
"559","24","Friend","Promise","Promise","Trust","Mostly",3.50351285934,"Pay back",1.48670601845,66.66,5,1
"560","24","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"561","24","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.03407502174,NA,5,1
"562","24","Friend","Promise","Promise","Trust","Always",2.91744995117,"Pay back",1.03676199913,100,5,1
"563","24","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"564","24","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",3.8200609684,NA,5,1
"565","24","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"566","24","Friend","Not apply","No promise","Trust",NA,NA,"Not to pay back",0.88694190979,NA,10,0
"567","24","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",1.57045388222,NA,10,0
"568","24","Confederate","No Promise","No promise","Trust",NA,NA,"Not to pay back",0.919924974442,NA,10,0
"569","24","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"570","24","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",0.903370141983,NA,5,1
"571","24","Computer","Promise","Promise","No trust","Always",2.22048211098,NA,NA,100,NA,NA
