"","id","partner","type_trial","promise","dec_partner","prom_keys","prom_keys_rt","decision","decision_rt","prom_percent","decision_gain","response"
"572","24","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",0.836975097656,NA,5,1
"573","24","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",0.986958026886,NA,5,1
"574","24","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",0.736794948578,NA,5,1
"575","24","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"576","24","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",2.37005186081,NA,5,1
"577","25","Confederate","Promise","Promise","Trust","Mostly",4.53695584188,"Pay back",3.46920319012,66.66,5,1
"578","25","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",5.18259353946,NA,5,1
"579","25","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",3.11545279463,NA,5,1
"580","25","Computer","No Promise","No promise","Trust",NA,NA,"Not to pay back",3.0024725586,NA,10,0
"581","25","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",1.95162708948,NA,5,1
"582","25","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.54829830115,NA,5,1
"583","25","Friend","Promise","Promise","Trust","Mostly",5.40418230501,"Pay back",4.38232157267,66.66,5,1
"584","25","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"585","25","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",8.75669202163,NA,5,1
"586","25","Friend","Promise","Promise","Trust","Mostly",2.86901525514,"Pay back",2.73158513957,66.66,5,1
"587","25","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"588","25","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.7691450058,NA,10,0
"589","25","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"590","25","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.08505872876,NA,5,1
"591","25","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",5.70438222881,NA,10,0
"592","25","Confederate","No Promise","No promise","Trust",NA,NA,"Not to pay back",4.65375747147,NA,10,0
"593","25","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"594","25","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.71976129396,NA,10,0
"595","25","Computer","Promise","Promise","No trust","Always",5.20375547334,NA,NA,100,NA,NA
"596","25","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",1.59874890881,NA,5,1
"597","25","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.38493418426,NA,5,1
"598","25","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",3.2363727888,NA,5,1
"599","25","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"600","25","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",4.21997448982,NA,10,0
"601","26","Confederate","Promise","Promise","Trust","Mostly",5.2192928791,"Pay back",5.35295414925,66.66,5,1
"602","26","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.96740603447,NA,10,0
"603","26","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",2.3695089817,NA,5,1
"604","26","Computer","No Promise","No promise","Trust",NA,NA,"Not to pay back",5.93592691422,NA,10,0
"605","26","Computer","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.26745915413,NA,10,0
"606","26","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.85280394554,NA,5,1
"607","26","Friend","Promise","Promise","Trust","Sometimes",6.33410215378,"Pay back",3.30293989182,33.33,5,1
"608","26","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"609","26","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",2.65055894852,NA,5,1
"610","26","Friend","Promise","Promise","Trust","Sometimes",3.42071413994,"Pay back",2.43623209,33.33,5,1
"611","26","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"612","26","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",3.56983613968,NA,10,0
"613","26","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"614","26","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",2.90261602402,NA,5,1
"615","26","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",4.00263905525,NA,5,1
"616","26","Confederate","No Promise","No promise","Trust",NA,NA,"Not to pay back",3.95294094086,NA,10,0
"617","26","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"618","26","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",4.33618402481,NA,5,1
"619","26","Computer","Promise","Promise","No trust","Sometimes",6.25264596939,NA,NA,33.33,NA,NA
"620","26","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",3.51956987381,NA,5,1
"621","26","Computer","Not apply","Promise","Trust",NA,NA,"Not to pay back",1.8361120224,NA,10,0
"622","26","Friend","No Promise","No promise","Trust",NA,NA,"Not to pay back",2.78613305092,NA,10,0
"623","26","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"624","26","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.43621778488,NA,10,0
"625","27","Confederate","Promise","Promise","Trust","Always",2.21996712685,"Pay back",2.68702101707,100,5,1
"626","27","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",1.47025609016,NA,5,1
"627","27","Friend","Not apply","Promise","Trust",NA,NA,"Pay back",1.52027893066,NA,5,1
"628","27","Computer","No Promise","No promise","Trust",NA,NA,"Pay back",1.08693408966,NA,5,1
"629","27","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",4.57005310059,NA,5,1
"630","27","Friend","Not apply","No promise","Trust",NA,NA,"Pay back",1.62064909935,NA,5,1
"631","27","Friend","Promise","Promise","Trust","Sometimes",2.62010717392,"Pay back",3.32020902634,33.33,5,1
"632","27","Confederate","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"633","27","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",2.53678894043,NA,5,1
"634","27","Friend","Promise","Promise","Trust","Mostly",3.52022480965,"Pay back",1.4204249382,66.66,5,1
"635","27","Friend","Not apply","Promise","No trust",NA,NA,NA,NA,NA,NA,NA
"636","27","Confederate","Not apply","Promise","Trust",NA,NA,"Not to pay back",2.97032499313,NA,10,0
"637","27","Computer","No Promise","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"638","27","Friend","Not apply","No promise","Trust",NA,NA,"Not to pay back",2.20361590385,NA,10,0
"639","27","Computer","Not apply","No promise","Trust",NA,NA,"Pay back",2.60352897644,NA,5,1
"640","27","Confederate","No Promise","No promise","Trust",NA,NA,"Pay back",1.45338797569,NA,5,1
"641","27","Friend","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"642","27","Confederate","Not apply","No promise","Trust",NA,NA,"Not to pay back",3.27009892464,NA,10,0
"643","27","Computer","Promise","Promise","No trust","Never",2.08696508408,NA,NA,0,NA,NA
"644","27","Confederate","Not apply","Promise","Trust",NA,NA,"Pay back",1.48700714111,NA,5,1
"645","27","Computer","Not apply","Promise","Trust",NA,NA,"Pay back",2.23702597618,NA,5,1
"646","27","Friend","No Promise","No promise","Trust",NA,NA,"Pay back",1.65328097343,NA,5,1
"647","27","Confederate","Not apply","No promise","No trust",NA,NA,NA,NA,NA,NA,NA
"648","27","Confederate","Not apply","No promise","Trust",NA,NA,"Pay back",1.3039419651,NA,5,1
